app_8361,app_2163,0
app_6585,app_8959,0
app_5732,app_3361,2
app_5732,app_1919,2
app_5732,app_2749,2
app_5732,app_1148,2
app_5732,app_2482,2
app_5732,app_6234,2
app_5732,app_8017,1
app_5732,app_4193,2
app_5732,app_8524,2
app_5732,app_9201,1
app_5732,app_7025,2
app_5732,app_4883,1
app_5732,app_4512,1
app_5732,app_3571,1
app_5732,app_9174,1
app_5732,app_7818,2
app_5732,app_8532,1
app_5732,app_4157,1
app_5732,app_4735,2
app_5732,app_5148,2
app_5732,app_4114,1
app_5732,app_839,1
app_5732,app_1644,2
app_5732,app_1333,2
app_5732,app_8166,1
app_5732,app_3572,1
app_5732,app_2499,1
app_5732,app_4366,1
app_5732,app_2489,2
app_713,app_3271,2
app_6550,app_4580,1
app_6550,app_4027,0
app_6550,app_1023,1
app_6550,app_7915,2
app_6550,app_4420,2
app_6550,app_7238,2
app_1328,app_3368,2
app_1328,app_7626,2
app_1328,app_8489,2
app_1328,app_3367,2
app_1328,app_3095,2
app_1328,app_7716,2
app_1328,app_6097,2
app_1328,app_4608,2
app_1328,app_7033,2
app_1328,app_4734,2
app_1328,app_5420,3
app_1328,app_9089,2
app_1328,app_3241,2
app_1328,app_7970,2
app_1328,app_4037,2
app_1328,app_4661,3
app_1328,app_1741,3
app_1328,app_3942,2
app_1328,app_1425,2
app_1328,app_4486,1
app_1328,app_5135,3
app_1328,app_401,2
app_1328,app_2851,2
app_1328,app_8347,2
app_1328,app_2049,2
app_1328,app_1328,2
app_1328,app_5363,3
app_1328,app_9031,2
app_1328,app_6831,2
app_1328,app_4729,2
app_1328,app_1606,2
app_1328,app_6381,3
app_1328,app_7392,2
app_1328,app_1637,2
app_1328,app_7880,2
app_1328,app_4014,2
app_1328,app_626,2
app_1328,app_3479,2
app_1328,app_6185,2
app_1328,app_273,2
app_1328,app_2739,2
app_1328,app_8834,2
app_1328,app_1378,2
app_1328,app_7102,2
app_1328,app_2688,2
app_1328,app_4994,3
app_1328,app_2175,3
app_1328,app_3928,2
app_1328,app_704,2
app_1328,app_4011,2
app_1328,app_6429,2
app_1328,app_3270,2
app_1328,app_4048,2
app_1328,app_6694,0
app_1328,app_737,2
app_1328,app_5905,2
app_1328,app_6683,2
app_1328,app_4630,2
app_1328,app_4275,2
app_1328,app_6060,3
app_1328,app_7555,3
app_1328,app_1227,0
app_6176,app_7576,1
app_8137,app_2045,0
app_8137,app_1227,0
app_8137,app_6694,0
app_1889,app_4301,0
app_1889,app_7877,0
app_1889,app_7767,2
app_1889,app_5063,2
app_1889,app_7466,2
app_1889,app_6694,0
app_6035,app_4218,2
app_8569,app_2819,2
app_1936,app_4639,2
app_1936,app_7576,0
app_1624,app_6283,2
app_1624,app_28,1
app_3270,app_3368,1
app_3270,app_7626,2
app_3270,app_5080,1
app_3270,app_6061,1
app_3270,app_3284,1
app_3270,app_2739,1
app_3270,app_3241,1
app_3270,app_3414,1
app_3270,app_7045,2
